instance_id,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
595,tvshow,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;",Which country has the most of TV Channels? List the country and number of TV Channels it has.,"['SELECT', 'Country', ',', 'count', '(', '*', ')', 'FROM', 'TV_Channel', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1', ';']","['select', 'country', ',', 'count', '(', '*', ')', 'from', 'tv_channel', 'group', 'by', 'country', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['Which', 'country', 'has', 'the', 'most', 'of', 'TV', 'Channels', '?', 'List', 'the', 'country', 'and', 'number', 'of', 'TV', 'Channels', 'it', 'has', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which country has the most of TV Channels? List the country and number of TV Channels it has. <query> "," <strong>SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1</strong>"
596,tvshow,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;",What is the country with the most number of TV Channels and how many does it have?,"['SELECT', 'Country', ',', 'count', '(', '*', ')', 'FROM', 'TV_Channel', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1', ';']","['select', 'country', ',', 'count', '(', '*', ')', 'from', 'tv_channel', 'group', 'by', 'country', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['What', 'is', 'the', 'country', 'with', 'the', 'most', 'number', 'of', 'TV', 'Channels', 'and', 'how', 'many', 'does', 'it', 'have', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the country with the most number of TV Channels and how many does it have? <query> "," <strong>SELECT country ,  count(*) FROM TV_Channel GROUP BY country ORDER BY count(*) DESC LIMIT 1</strong>"
597,tvshow,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",List the number of different series names and contents in the TV Channel table.,"['SELECT', 'count', '(', 'DISTINCT', 'series_name', ')', ',', 'count', '(', 'DISTINCT', 'content', ')', 'FROM', 'TV_Channel', ';']","['select', 'count', '(', 'distinct', 'series_name', ')', ',', 'count', '(', 'distinct', 'content', ')', 'from', 'tv_channel']","['List', 'the', 'number', 'of', 'different', 'series', 'names', 'and', 'contents', 'in', 'the', 'TV', 'Channel', 'table', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List the number of different series names and contents in the TV Channel table. <query> "," <strong>SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel</strong>"
598,tvshow,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",How many different series and contents are listed in the TV Channel table?,"['SELECT', 'count', '(', 'DISTINCT', 'series_name', ')', ',', 'count', '(', 'DISTINCT', 'content', ')', 'FROM', 'TV_Channel', ';']","['select', 'count', '(', 'distinct', 'series_name', ')', ',', 'count', '(', 'distinct', 'content', ')', 'from', 'tv_channel']","['How', 'many', 'different', 'series', 'and', 'contents', 'are', 'listed', 'in', 'the', 'TV', 'Channel', 'table', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many different series and contents are listed in the TV Channel table? <query> "," <strong>SELECT count(DISTINCT series) ,  count(DISTINCT content) FROM TV_Channel</strong>"
599,tvshow,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";","What is the content of TV Channel with serial name ""Sky Radio""?","['SELECT', 'Content', 'FROM', 'TV_Channel', 'WHERE', 'series_name', '=', '``', 'Sky', 'Radio', ""''"", ';']","['select', 'content', 'from', 'tv_channel', 'where', 'series_name', '=', 'value']","['What', 'is', 'the', 'content', 'of', 'TV', 'Channel', 'with', 'serial', 'name', '``', 'Sky', 'Radio', ""''"", '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the content of TV Channel with serial name ""Sky Radio""? <query> "," <code>SELECT content FROM TV_Channel WHERE serial_name  =  ""Sky Radio""</code>"
600,tvshow,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",What is the content of the series Sky Radio?,"['SELECT', 'Content', 'FROM', 'TV_Channel', 'WHERE', 'series_name', '=', '``', 'Sky', 'Radio', ""''"", ';']","['select', 'content', 'from', 'tv_channel', 'where', 'series_name', '=', 'value']","['What', 'is', 'the', 'content', 'of', 'the', 'series', 'Sky', 'Radio', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the content of the series Sky Radio? <query> "," <code>SELECT content FROM series WHERE series_name  =  ""Sky Radio"""
601,tvshow,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";","What is the Package Option of TV Channel with serial name ""Sky Radio""?","['SELECT', 'Package_Option', 'FROM', 'TV_Channel', 'WHERE', 'series_name', '=', '``', 'Sky', 'Radio', ""''"", ';']","['select', 'package_option', 'from', 'tv_channel', 'where', 'series_name', '=', 'value']","['What', 'is', 'the', 'Package', 'Option', 'of', 'TV', 'Channel', 'with', 'serial', 'name', '``', 'Sky', 'Radio', ""''"", '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the Package Option of TV Channel with serial name ""Sky Radio""? <query> "," <code>SELECT Package_Option FROM TV_Channel WHERE Serial_Name  =  ""Sky Radio""</code>"
602,tvshow,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",What are the Package Options of the TV Channels whose series names are Sky Radio?,"['SELECT', 'Package_Option', 'FROM', 'TV_Channel', 'WHERE', 'series_name', '=', '``', 'Sky', 'Radio', ""''"", ';']","['select', 'package_option', 'from', 'tv_channel', 'where', 'series_name', '=', 'value']","['What', 'are', 'the', 'Package', 'Options', 'of', 'the', 'TV', 'Channels', 'whose', 'series', 'names', 'are', 'Sky', 'Radio', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the Package Options of the TV Channels whose series names are Sky Radio? <query> "," <strong>SELECT Package_Options FROM TV_Channels WHERE Series_Name  =  ""Sky Radio""</strong>"
603,tvshow,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",How many TV Channel using language English?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'TV_Channel', 'WHERE', 'LANGUAGE', '=', '``', 'English', ""''"", ';']","['select', 'count', '(', '*', ')', 'from', 'tv_channel', 'where', 'language', '=', 'value']","['How', 'many', 'TV', 'Channel', 'using', 'language', 'English', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many TV Channel using language English? <query> ",<strong>SELECT count(*) FROM TV_Channel WHERE Language  =  'English'</strong>
604,tvshow,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",How many TV Channels use the English language?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'TV_Channel', 'WHERE', 'LANGUAGE', '=', '``', 'English', ""''"", ';']","['select', 'count', '(', '*', ')', 'from', 'tv_channel', 'where', 'language', '=', 'value']","['How', 'many', 'TV', 'Channels', 'use', 'the', 'English', 'language', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many TV Channels use the English language? <query> ",<strong>SELECT count(*) FROM TV_Channel WHERE Language  =  'English'</strong>
605,tvshow,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;",List the language used least number of TV Channel. List language and number of TV Channel.,"['SELECT', 'LANGUAGE', ',', 'count', '(', '*', ')', 'FROM', 'TV_Channel', 'GROUP', 'BY', 'LANGUAGE', 'ORDER', 'BY', 'count', '(', '*', ')', 'ASC', 'LIMIT', '1', ';']","['select', 'language', ',', 'count', '(', '*', ')', 'from', 'tv_channel', 'group', 'by', 'language', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value']","['List', 'the', 'language', 'used', 'least', 'number', 'of', 'TV', 'Channel', '.', 'List', 'language', 'and', 'number', 'of', 'TV', 'Channel', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List the language used least number of TV Channel. List language and number of TV Channel. <query> "," <strong>SELECT language ,  count(*) FROM TV_Channel GROUP BY language ORDER BY count(*) ASC LIMIT 1</strong>"
606,tvshow,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;",What are the languages used by the least number of TV Channels and how many channels use it?,"['SELECT', 'LANGUAGE', ',', 'count', '(', '*', ')', 'FROM', 'TV_Channel', 'GROUP', 'BY', 'LANGUAGE', 'ORDER', 'BY', 'count', '(', '*', ')', 'ASC', 'LIMIT', '1', ';']","['select', 'language', ',', 'count', '(', '*', ')', 'from', 'tv_channel', 'group', 'by', 'language', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value']","['What', 'are', 'the', 'languages', 'used', 'by', 'the', 'least', 'number', 'of', 'TV', 'Channels', 'and', 'how', 'many', 'channels', 'use', 'it', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the languages used by the least number of TV Channels and how many channels use it? <query> "," <strong>SELECT language ,  count(*) FROM tv_channel GROUP BY language ORDER BY count(*) LIMIT 1</strong>"
607,tvshow,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE",List each language and the number of TV Channels using it.,"['SELECT', 'LANGUAGE', ',', 'count', '(', '*', ')', 'FROM', 'TV_Channel', 'GROUP', 'BY', 'LANGUAGE']","['select', 'language', ',', 'count', '(', '*', ')', 'from', 'tv_channel', 'group', 'by', 'language']","['List', 'each', 'language', 'and', 'the', 'number', 'of', 'TV', 'Channels', 'using', 'it', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List each language and the number of TV Channels using it. <query> "," <strong>SELECT language ,  count(*) FROM TV_Channel GROUP BY language</strong>"
608,tvshow,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE","For each language, list the number of TV Channels that use it.","['SELECT', 'LANGUAGE', ',', 'count', '(', '*', ')', 'FROM', 'TV_Channel', 'GROUP', 'BY', 'LANGUAGE']","['select', 'language', ',', 'count', '(', '*', ')', 'from', 'tv_channel', 'group', 'by', 'language']","['For', 'each', 'language', ',', 'list', 'the', 'number', 'of', 'TV', 'Channels', 'that', 'use', 'it', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> For each language, list the number of TV Channels that use it. <query> "," <strong>SELECT language ,  count(*) FROM TV_Channel GROUP BY language</strong>"
609,tvshow,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";","What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.","['SELECT', 'T1.series_name', 'FROM', 'TV_Channel', 'AS', 'T1', 'JOIN', 'Cartoon', 'AS', 'T2', 'ON', 'T1.id', '=', 'T2.Channel', 'WHERE', 'T2.Title', '=', '``', 'The', 'Rise', 'of', 'the', 'Blue', 'Beetle', '!', '``', ';']","['select', 't1', '.', 'series_name', 'from', 'tv_channel', 'as', 't1', 'join', 'cartoon', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'channel', 'where', 't2', '.', 'title', '=', 'value']","['What', 'is', 'the', 'TV', 'Channel', 'that', 'shows', 'the', 'cartoon', '``', 'The', 'Rise', 'of', 'the', 'Blue', 'Beetle', '!', ""''"", '?', 'List', 'the', 'TV', 'Channel', ""'s"", 'series', 'name', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name. <query> "," <code>SELECT T2.series_name FROM TV_CHANNEL AS T1 JOIN TV_SHOW AS T2 ON T1.TV_CHANNEL_ID  =  T2.TV_CHANNEL_ID WHERE T1.TV_CHANNEL_NAME  =  ""Cartoon Network"" AND T2.TV_SHOW_NAME  =  ""The Rise of the Blue Beetle!"""
610,tvshow,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";","What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?","['SELECT', 'T1.series_name', 'FROM', 'TV_Channel', 'AS', 'T1', 'JOIN', 'Cartoon', 'AS', 'T2', 'ON', 'T1.id', '=', 'T2.Channel', 'WHERE', 'T2.Title', '=', '``', 'The', 'Rise', 'of', 'the', 'Blue', 'Beetle', '!', '``', ';']","['select', 't1', '.', 'series_name', 'from', 'tv_channel', 'as', 't1', 'join', 'cartoon', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'channel', 'where', 't2', '.', 'title', '=', 'value']","['What', 'is', 'the', 'series', 'name', 'of', 'the', 'TV', 'Channel', 'that', 'shows', 'the', 'cartoon', '``', 'The', 'Rise', 'of', 'the', 'Blue', 'Beetle', ""''"", '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""? <query> "," <strong>SELECT series_name FROM tv_channel WHERE channel_name  =  ""Cartoon Network""</strong>"
611,tvshow,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";","List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".","['SELECT', 'T2.Title', 'FROM', 'TV_Channel', 'AS', 'T1', 'JOIN', 'Cartoon', 'AS', 'T2', 'ON', 'T1.id', '=', 'T2.Channel', 'WHERE', 'T1.series_name', '=', '``', 'Sky', 'Radio', ""''"", ';']","['select', 't2', '.', 'title', 'from', 'tv_channel', 'as', 't1', 'join', 'cartoon', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'channel', 'where', 't1', '.', 'series_name', '=', 'value']","['List', 'the', 'title', 'of', 'all', 'Cartoons', 'showed', 'on', 'TV', 'Channel', 'with', 'series', 'name', '``', 'Sky', 'Radio', ""''"", '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"". <query> "," <strong>SELECT title FROM shows WHERE series_name  =  ""Sky Radio"" AND show_type  =  ""Cartoon""</strong>"
