instance_number,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
472,wta_1,"SELECT sum(ranking_points) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name","What are the first names of all players, and their total ranking points?","['SELECT', 'sum', '(', 'ranking_points', ')', ',', 'T1.first_name', 'FROM', 'players', 'AS', 'T1', 'JOIN', 'rankings', 'AS', 'T2', 'ON', 'T1.player_id', '=', 'T2.player_id', 'GROUP', 'BY', 'T1.first_name']","['select', 'sum', '(', 'ranking_points', ')', ',', 't1', '.', 'first_name', 'from', 'players', 'as', 't1', 'join', 'rankings', 'as', 't2', 'on', 't1', '.', 'player_id', '=', 't2', '.', 'player_id', 'group', 'by', 't1', '.', 'first_name']","['What', 'are', 'the', 'first', 'names', 'of', 'all', 'players', ',', 'and', 'their', 'total', 'ranking', 'points', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the first names of all players, and their total ranking points? <query> ","SELECT first_name, total_pointsFROM wta_1.playerORDER BY total_points DESC"
473,wta_1,"SELECT count(*) ,  country_code FROM players GROUP BY country_code",find the number of players for each country.,"['SELECT', 'count', '(', '*', ')', ',', 'country_code', 'FROM', 'players', 'GROUP', 'BY', 'country_code']","['select', 'count', '(', '*', ')', ',', 'country_code', 'from', 'players', 'group', 'by', 'country_code']","['find', 'the', 'number', 'of', 'players', 'for', 'each', 'country', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> find the number of players for each country. <query> ",    
474,wta_1,"SELECT count(*) ,  country_code FROM players GROUP BY country_code",How many players are from each country?,"['SELECT', 'count', '(', '*', ')', ',', 'country_code', 'FROM', 'players', 'GROUP', 'BY', 'country_code']","['select', 'count', '(', '*', ')', ',', 'country_code', 'from', 'players', 'group', 'by', 'country_code']","['How', 'many', 'players', 'are', 'from', 'each', 'country', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many players are from each country? <query> ","    SELECT country, COUNT(country) AS num_players    FROM player    GROUP BY country    ORDER BY num_players DESC    "
475,wta_1,SELECT country_code FROM players GROUP BY country_code ORDER BY count(*) DESC LIMIT 1,find the code of the country where has the greatest number of players.,"['SELECT', 'country_code', 'FROM', 'players', 'GROUP', 'BY', 'country_code', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 'country_code', 'from', 'players', 'group', 'by', 'country_code', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['find', 'the', 'code', 'of', 'the', 'country', 'where', 'has', 'the', 'greatest', 'number', 'of', 'players', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> find the code of the country where has the greatest number of players. <query> ", <hint> </hint> <hint> </hint>
476,wta_1,SELECT country_code FROM players GROUP BY country_code ORDER BY count(*) DESC LIMIT 1,What is the code of the country with the most players?,"['SELECT', 'country_code', 'FROM', 'players', 'GROUP', 'BY', 'country_code', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 'country_code', 'from', 'players', 'group', 'by', 'country_code', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['What', 'is', 'the', 'code', 'of', 'the', 'country', 'with', 'the', 'most', 'players', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the code of the country with the most players? <query> ",    SELECT country_code    FROM wta_1.player    GROUP BY country_code    ORDER BY COUNT(*) DESC    LIMIT 1</query>
477,wta_1,SELECT country_code FROM players GROUP BY country_code HAVING count(*)  >  50,Find the codes of countries that have more than 50 players.,"['SELECT', 'country_code', 'FROM', 'players', 'GROUP', 'BY', 'country_code', 'HAVING', 'count', '(', '*', ')', '>', '50']","['select', 'country_code', 'from', 'players', 'group', 'by', 'country_code', 'having', 'count', '(', '*', ')', '>', 'value']","['Find', 'the', 'codes', 'of', 'countries', 'that', 'have', 'more', 'than', '50', 'players', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the codes of countries that have more than 50 players. <query> ", <hint> </hHint> <hint> </hint>
478,wta_1,SELECT country_code FROM players GROUP BY country_code HAVING count(*)  >  50,What are the codes of countries with more than 50 players?,"['SELECT', 'country_code', 'FROM', 'players', 'GROUP', 'BY', 'country_code', 'HAVING', 'count', '(', '*', ')', '>', '50']","['select', 'country_code', 'from', 'players', 'group', 'by', 'country_code', 'having', 'count', '(', '*', ')', '>', 'value']","['What', 'are', 'the', 'codes', 'of', 'countries', 'with', 'more', 'than', '50', 'players', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the codes of countries with more than 50 players? <query> ", SELECT DISTINCT country_code FROM player WHERE player_count > 50 
479,wta_1,"SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date",Find the total number of tours for each ranking date.,"['SELECT', 'sum', '(', 'tours', ')', ',', 'ranking_date', 'FROM', 'rankings', 'GROUP', 'BY', 'ranking_date']","['select', 'sum', '(', 'tours', ')', ',', 'ranking_date', 'from', 'rankings', 'group', 'by', 'ranking_date']","['Find', 'the', 'total', 'number', 'of', 'tours', 'for', 'each', 'ranking', 'date', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the total number of tours for each ranking date. <query> "," <hint>    Use the following query to get the number of tours for each ranking date:    SELECT ranking_date, COUNT(*) AS num_tours    FROM tours    GROUP BY ranking_date;</hint>"
480,wta_1,"SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date",How many total tours were there for each ranking date?,"['SELECT', 'sum', '(', 'tours', ')', ',', 'ranking_date', 'FROM', 'rankings', 'GROUP', 'BY', 'ranking_date']","['select', 'sum', '(', 'tours', ')', ',', 'ranking_date', 'from', 'rankings', 'group', 'by', 'ranking_date']","['How', 'many', 'total', 'tours', 'were', 'there', 'for', 'each', 'ranking', 'date', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many total tours were there for each ranking date? <query> ","    SELECT    ranking_date,    COUNT(tour_id) AS total_tours    FROM wta_1.tour_fact    GROUP BY ranking_date    ORDER BY ranking_date;"
481,wta_1,"SELECT count(*) ,  YEAR FROM matches GROUP BY YEAR",Find the number of matches happened in each year.,"['SELECT', 'count', '(', '*', ')', ',', 'YEAR', 'FROM', 'matches', 'GROUP', 'BY', 'YEAR']","['select', 'count', '(', '*', ')', ',', 'year', 'from', 'matches', 'group', 'by', 'year']","['Find', 'the', 'number', 'of', 'matches', 'happened', 'in', 'each', 'year', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the number of matches happened in each year. <query> "," <hint>    Use the year column in the matches table.</hhint> <hint>    SELECT year, COUNT(*) FROM matches GROUP BY year;</hint>"
482,wta_1,"SELECT count(*) ,  YEAR FROM matches GROUP BY YEAR",How many matches were played in each year?,"['SELECT', 'count', '(', '*', ')', ',', 'YEAR', 'FROM', 'matches', 'GROUP', 'BY', 'YEAR']","['select', 'count', '(', '*', ')', ',', 'year', 'from', 'matches', 'group', 'by', 'year']","['How', 'many', 'matches', 'were', 'played', 'in', 'each', 'year', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many matches were played in each year? <query> "," <hint>    SELECT year, COUNT(*)    FROM wta_1    GROUP BY year</hHint> <hint>    SELECT year, COUNT(*)    FROM wta_1    GROUP BY year</hHint>"
483,wta_1,"SELECT DISTINCT winner_name ,  winner_rank FROM matches ORDER BY winner_age LIMIT 3",Find the name and rank of the 3 youngest winners across all matches.,"['SELECT', 'DISTINCT', 'winner_name', ',', 'winner_rank', 'FROM', 'matches', 'ORDER', 'BY', 'winner_age', 'LIMIT', '3']","['select', 'distinct', 'winner_name', ',', 'winner_rank', 'from', 'matches', 'order', 'by', 'winner_age', 'limit', 'value']","['Find', 'the', 'name', 'and', 'rank', 'of', 'the', '3', 'youngest', 'winners', 'across', 'all', 'matches', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the name and rank of the 3 youngest winners across all matches. <query> "," <hint>    SELECT w.name, w.rank    FROM wta_1.winners w    WHERE w.rank = (SELECT MIN(w2.rank)                    FROM wta_1.winners w2                    WHERE w2.rank > 1)    ORDER BY w.rank;</hint>"
484,wta_1,"SELECT DISTINCT winner_name ,  winner_rank FROM matches ORDER BY winner_age LIMIT 3",What are the names and ranks of the three youngest winners across all matches?,"['SELECT', 'DISTINCT', 'winner_name', ',', 'winner_rank', 'FROM', 'matches', 'ORDER', 'BY', 'winner_age', 'LIMIT', '3']","['select', 'distinct', 'winner_name', ',', 'winner_rank', 'from', 'matches', 'order', 'by', 'winner_age', 'limit', 'value']","['What', 'are', 'the', 'names', 'and', 'ranks', 'of', 'the', 'three', 'youngest', 'winners', 'across', 'all', 'matches', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names and ranks of the three youngest winners across all matches? <query> "," <hint>    SELECT w.name, w.rank    FROM wta_1.winners w    WHERE w.rank = (SELECT MIN(rank) FROM wta_1.winners)    ORDER BY w.rank    LIMIT 3;</hint>"
485,wta_1,SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L',How many different winners both participated in the WTA Championships and were left handed?,"['SELECT', 'count', '(', 'DISTINCT', 'winner_name', ')', 'FROM', 'matches', 'WHERE', 'tourney_name', '=', ""'WTA"", 'Championships', ""'"", 'AND', 'winner_hand', '=', ""'L"", ""'""]","['select', 'count', '(', 'distinct', 'winner_name', ')', 'from', 'matches', 'where', 'tourney_name', '=', 'value', 'and', 'winner_hand', '=', 'value']","['How', 'many', 'different', 'winners', 'both', 'participated', 'in', 'the', 'WTA', 'Championships', 'and', 'were', 'left', 'handed', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many different winners both participated in the WTA Championships and were left handed? <query> ",    SELECT DISTINCT winner_name    FROM wta_1    WHERE winner_hand = 'left'    AND winner_name IN (SELECT winner_name FROM wta_1 WHERE tournament_name = 'WTA Championships')
486,wta_1,SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L',Find the number of left handed winners who participated in the WTA Championships.,"['SELECT', 'count', '(', 'DISTINCT', 'winner_name', ')', 'FROM', 'matches', 'WHERE', 'tourney_name', '=', ""'WTA"", 'Championships', ""'"", 'AND', 'winner_hand', '=', ""'L"", ""'""]","['select', 'count', '(', 'distinct', 'winner_name', ')', 'from', 'matches', 'where', 'tourney_name', '=', 'value', 'and', 'winner_hand', '=', 'value']","['Find', 'the', 'number', 'of', 'left', 'handed', 'winners', 'who', 'participated', 'in', 'the', 'WTA', 'Championships', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the number of left handed winners who participated in the WTA Championships. <query> ", <hint> </hint>
487,wta_1,"SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1","Find the first name, country code and birth date of the winner who has the highest rank points in all matches.","['SELECT', 'T1.first_name', ',', 'T1.country_code', ',', 'T1.birth_date', 'FROM', 'players', 'AS', 'T1', 'JOIN', 'matches', 'AS', 'T2', 'ON', 'T1.player_id', '=', 'T2.winner_id', 'ORDER', 'BY', 'T2.winner_rank_points', 'DESC', 'LIMIT', '1']","['select', 't1', '.', 'first_name', ',', 't1', '.', 'country_code', ',', 't1', '.', 'birth_date', 'from', 'players', 'as', 't1', 'join', 'matches', 'as', 't2', 'on', 't1', '.', 'player_id', '=', 't2', '.', 'winner_id', 'order', 'by', 't2', '.', 'winner_rank_points', 'desc', 'limit', 'value']","['Find', 'the', 'first', 'name', ',', 'country', 'code', 'and', 'birth', 'date', 'of', 'the', 'winner', 'who', 'has', 'the', 'highest', 'rank', 'points', 'in', 'all', 'matches', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the first name, country code and birth date of the winner who has the highest rank points in all matches. <query> ", <hint> </hHint> <hint> </hint>
488,wta_1,"SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1","What is the first name, country code, and birth date of the player with the most winner rank points across all matches?","['SELECT', 'T1.first_name', ',', 'T1.country_code', ',', 'T1.birth_date', 'FROM', 'players', 'AS', 'T1', 'JOIN', 'matches', 'AS', 'T2', 'ON', 'T1.player_id', '=', 'T2.winner_id', 'ORDER', 'BY', 'T2.winner_rank_points', 'DESC', 'LIMIT', '1']","['select', 't1', '.', 'first_name', ',', 't1', '.', 'country_code', ',', 't1', '.', 'birth_date', 'from', 'players', 'as', 't1', 'join', 'matches', 'as', 't2', 'on', 't1', '.', 'player_id', '=', 't2', '.', 'winner_id', 'order', 'by', 't2', '.', 'winner_rank_points', 'desc', 'limit', 'value']","['What', 'is', 'the', 'first', 'name', ',', 'country', 'code', ',', 'and', 'birth', 'date', 'of', 'the', 'player', 'with', 'the', 'most', 'winner', 'rank', 'points', 'across', 'all', 'matches', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the first name, country code, and birth date of the player with the most winner rank points across all matches? <query> ","SELECT first_name, country_code, birth_dateFROM wta_1.playerWHERE rank_points = (SELECT MAX(rank_points)                     FROM wta_1.player);"
